loan_id,client_id,loan_amount,interest_rate,loan_date
14939,34465,268686.05,9.0,2024-07-19
14940,75875,278038.17,9.62,2023-04-22
14941,56391,338361.13,4.97,2025-03-07
14942,87058,125154.96,3.36,2022-08-14
14943,41764,202626.32,8.18,2023-12-07
14944,70385,235141.98,2.56,2022-06-17
14945,84953,472398.95,4.43,2023-06-13
14946,13704,281058.55,2.92,2024-04-23
14947,86334,12561.55,8.03,2022-05-15
14948,34572,103914.33,3.27,2025-02-12
14949,45824,371270.16,7.62,2020-07-16
14950,17941,301003.26,4.93,2022-11-22
14951,96003,62558.54,2.56,2021-11-01
14952,13613,203731.84,2.68,2024-11-27
14953,18278,284601.37,7.85,2022-11-19
14954,81293,317095.19,5.19,2022-09-14
14955,51809,268878.84,2.02,2021-01-07
14956,20190,319260.97,5.25,2021-04-27
14957,97012,228840.07,4.69,2022-12-12
14958,56534,274246.96,7.93,2024-08-26
14959,81807,299438.31,6.43,2023-11-12
14960,39147,326957.23,6.41,2022-11-30
14961,30899,498851.02,5.57,2024-09-21
14962,42983,494407.29,4.68,2022-07-27
14963,51640,279941.88,3.2,2023-04-26
14964,25304,98516.57,7.54,2020-11-28
14965,77996,286848.44,7.32,2023-02-13
14966,88582,377087.63,9.89,2024-03-18
14967,7138,227859.69,6.89,2021-03-05
14968,57747,238623.25,7.49,2023-12-22
14969,49629,97546.43,8.5,2022-11-09
14970,68379,201239.34,8.04,2021-03-21
14971,19137,235293.49,4.12,2024-09-09
14972,85543,207295.15,2.73,2022-07-11
14973,55827,445753.07,5.57,2023-09-15
14974,64841,114562.4,8.74,2022-03-21
14975,80783,435608.29,6.96,2022-09-24
14976,76680,54768.69,2.79,2024-10-16
14977,85963,237443.52,4.18,2022-12-10
14978,70076,478201.86,9.42,2023-12-11
14979,19090,183303.91,4.63,2023-09-30
14980,91483,427466.59,9.53,2024-10-25
14981,30989,83726.1,6.06,2023-09-02
14982,17875,475173.78,9.26,2021-09-30
14983,15567,235134.37,3.29,2024-10-28
14984,46200,495253.98,9.95,2021-12-09
14985,41764,45717.98,4.99,2023-08-17
14986,23575,20079.35,8.9,2023-05-26
14987,27197,413560.45,2.55,2020-10-14
14988,22493,214767.58,3.85,2021-03-06
14989,72703,181703.24,4.85,2022-04-26
14990,86668,256151.57,6.11,2020-04-17
14991,1712,92703.1,3.78,2022-04-13
14992,26000,366274.43,3.01,2022-02-18
14993,9028,69153.39,4.38,2023-03-20
14994,58033,199812.47,3.49,2023-06-05
14995,44213,252585.71,3.72,2022-11-30
14996,33878,6778.39,8.72,2022-09-06
14997,87805,188087.0,9.5,2024-08-02
14998,61310,304595.1,2.82,2020-05-27
14999,31957,387457.14,7.08,2023-11-09
15000,13595,479048.95,8.28,2024-05-25
15001,2010,318311.14,2.19,2021-06-21
15002,46237,446840.47,5.62,2023-08-01
15003,79170,96755.56,7.93,2022-02-03
15004,20535,375771.16,7.8,2021-08-29
15005,82406,230706.24,6.97,2022-04-06
15006,92774,142394.78,9.24,2024-10-03
15007,49859,340223.9,4.81,2021-08-28
15008,41975,176761.67,3.84,2021-08-29
15009,88939,296105.53,4.36,2024-08-07
15010,23525,484806.61,7.05,2020-12-16
15011,94000,410442.11,6.79,2024-01-15
15012,80218,83541.97,8.8,2021-08-11
15013,17272,191191.32,8.66,2024-08-29
15014,96017,418403.36,2.66,2021-06-22
15015,47466,263536.99,2.17,2022-09-16
15016,50479,321350.3,9.01,2023-07-07
15017,27800,324891.4,7.38,2023-07-30
15018,99331,266555.6,2.72,2022-06-24
15019,3005,286885.65,4.46,2024-09-24
15020,12196,247709.59,6.78,2022-03-21
15021,75464,107433.02,3.24,2022-08-15
15022,83613,101812.41,4.88,2023-04-08
15023,29589,388428.28,7.84,2023-09-19
15024,71332,73751.95,8.26,2025-02-06
15025,72296,493599.59,9.44,2020-08-02
15026,65512,98535.31,8.71,2022-09-16
15027,68702,323256.28,9.17,2020-09-26
15028,43018,476599.69,5.03,2022-09-04
15029,59182,110784.71,7.55,2021-12-16
15030,36138,152644.82,7.19,2023-11-15
15031,53596,415590.01,8.29,2021-10-07
15032,96974,388365.59,9.09,2020-05-14
15033,13237,245536.06,6.19,2020-10-16
15034,86610,82771.66,8.46,2021-06-16
15035,34962,299748.08,8.2,2023-07-21
15036,80672,444478.25,6.38,2024-12-13
15037,95442,249051.68,6.06,2020-11-22
15038,1347,155171.14,8.56,2023-06-11
15039,29548,140070.62,4.39,2024-05-26
15040,8858,487752.47,9.95,2023-01-28
15041,37130,197375.44,6.37,2023-09-06
15042,87004,474889.96,7.49,2024-11-03
15043,7153,253957.78,3.13,2021-06-19
15044,99269,50462.86,3.9,2024-04-29
15045,1472,380739.6,5.6,2025-03-03
15046,79163,377222.28,7.05,2022-04-05
15047,62739,289935.38,5.93,2022-06-25
15048,82179,207474.35,9.62,2022-09-19
15049,44990,308119.58,7.0,2020-03-28
15050,75190,176362.03,2.19,2024-03-31
15051,66808,97237.1,6.25,2024-06-17
15052,47979,254139.65,9.65,2020-10-01
15053,71957,374872.37,4.56,2022-04-21
15054,82357,459949.06,8.0,2021-01-05
15055,60213,363638.16,2.58,2023-09-24
15056,2006,495966.86,3.12,2023-12-05
15057,2578,360919.26,4.38,2022-12-16
15058,58146,407904.11,3.97,2021-02-14
15059,53863,116031.59,3.24,2024-08-30
15060,84542,346577.77,4.7,2024-01-20
15061,51558,305501.96,8.01,2022-03-11
15062,84228,190694.4,9.24,2020-10-21
15063,70052,395354.34,2.6,2023-08-06
15064,98722,47015.92,3.4,2022-03-07
15065,70090,195299.03,2.78,2020-04-19
15066,63155,210353.47,4.9,2023-07-22
15067,69994,328951.97,7.28,2021-03-09
15068,16872,52941.15,7.86,2021-08-02
15069,31450,176269.11,7.39,2023-09-03
15070,3340,237530.07,6.8,2024-02-27
15071,47491,111598.44,5.72,2024-12-22
15072,24513,447935.0,5.45,2021-09-18
15073,12623,327209.11,5.02,2021-02-17
15074,18878,290199.74,2.74,2024-11-12
15075,15771,367850.82,8.8,2020-07-21
15076,95376,423290.62,8.58,2022-10-07
15077,89218,415753.94,2.01,2021-03-27
15078,36552,324443.08,6.23,2021-01-17
15079,49740,296850.5,9.73,2021-09-27
15080,8419,243687.11,8.67,2020-04-20
15081,81059,171652.46,7.21,2021-02-14
15082,82731,194232.9,9.28,2023-04-11
15083,71948,442840.37,7.74,2022-04-20
15084,89772,115341.6,9.94,2021-07-31
15085,94213,280167.84,6.82,2023-09-25
15086,48224,47763.17,5.24,2023-09-09
15087,43124,278362.26,3.29,2021-08-21
15088,23608,216330.5,6.25,2022-10-17
15089,79003,426063.31,3.06,2025-02-28
15090,53773,365919.86,8.53,2020-11-21
15091,93110,292091.6,2.55,2021-06-09
15092,32068,408004.88,6.27,2023-01-31
15093,4992,373022.59,3.24,2022-11-19
15094,52047,80383.79,9.87,2020-04-04
15095,48960,443677.9,4.13,2024-02-04
15096,92781,487390.3,3.18,2023-10-19
15097,90722,221100.17,3.32,2021-01-29
15098,60394,496255.58,8.14,2021-08-10
15099,59794,131493.57,7.79,2024-05-02
15100,76770,64914.87,6.34,2022-03-24
15101,65905,5840.63,8.66,2020-04-04
15102,46467,319741.94,3.49,2021-04-24
15103,69096,423944.53,6.25,2024-06-06
15104,21508,286371.5,6.49,2022-01-03
15105,81803,347292.74,9.53,2023-09-11
15106,99599,447806.97,3.84,2023-11-04
15107,24175,221236.47,4.62,2020-11-29
15108,984,464812.83,7.63,2020-07-09
15109,87416,393670.8,8.5,2020-07-16
15110,73441,381620.55,5.09,2022-08-25
15111,83674,158451.48,3.17,2021-12-12
15112,45273,186344.85,7.42,2022-01-17
15113,70197,99548.45,7.93,2023-07-05
15114,18091,355416.17,6.46,2024-10-28
15115,25831,229455.18,4.7,2023-03-06
15116,75904,243632.88,4.45,2023-02-12
15117,80659,323119.94,2.49,2021-09-11
15118,80283,115979.12,5.03,2023-09-12
15119,60790,297478.69,3.6,2020-06-16
15120,64950,328390.93,2.9,2022-06-22
15121,12243,209361.41,8.14,2021-10-04
15122,8816,282685.4,3.47,2023-05-12
15123,57925,350848.0,3.7,2024-07-04
15124,24637,112176.4,5.94,2024-09-28
15125,93035,488098.57,2.89,2020-08-14
15126,10406,436079.93,7.79,2021-10-13
15127,6767,242814.97,2.4,2024-09-20
15128,41586,124778.68,3.36,2023-12-12
15129,79324,32153.6,4.53,2023-04-05
15130,7619,390657.43,7.23,2020-12-08
15131,70845,213390.04,3.65,2021-01-31
15132,23777,64400.12,2.56,2021-11-12
15133,9679,493148.45,5.13,2025-02-03
15134,74446,148188.06,2.63,2020-06-22
15135,55475,393542.85,7.38,2021-08-21
15136,16792,304503.8,6.41,2023-05-30
15137,64545,399365.05,4.23,2023-02-13
15138,69805,213022.37,7.73,2021-08-03
15139,95809,153561.03,6.39,2023-07-22
15140,39197,53350.0,2.35,2021-10-20
15141,5636,182851.62,3.16,2023-01-07
15142,33804,43455.71,3.88,2021-12-31
15143,41018,295630.42,3.4,2023-09-30
15144,36718,279164.67,3.26,2022-12-21
15145,10208,20783.41,2.49,2021-10-03
15146,75354,198389.19,8.94,2021-03-17
15147,51624,471735.19,2.78,2022-01-11
15148,41734,494834.5,2.45,2024-10-08
15149,93426,415138.16,2.58,2021-06-11
15150,85363,295008.12,5.96,2022-12-02
15151,61506,453660.0,9.4,2021-11-27
15152,50800,42650.74,8.16,2021-03-07
15153,12266,420014.88,2.11,2021-05-27
15154,4980,378666.47,7.06,2020-06-12
15155,5603,356103.98,7.52,2023-12-08
15156,60428,273739.73,8.35,2022-01-30
15157,21021,493656.74,7.56,2023-07-01
15158,14630,211965.86,8.12,2022-06-02
15159,68930,17083.08,7.76,2022-06-10
15160,15600,157752.25,5.05,2023-04-11
15161,8720,81728.62,8.78,2020-05-24
15162,71804,254614.89,9.47,2022-05-14
15163,91114,209327.9,4.77,2021-12-20
15164,7308,95632.75,4.83,2025-02-21
15165,18941,437974.04,9.01,2024-10-09
15166,4320,84463.53,2.74,2024-06-19
15167,9820,290012.62,5.17,2022-10-21
15168,80687,336330.93,2.01,2023-11-18
15169,95723,90728.63,2.44,2021-06-27
15170,33294,324170.41,8.34,2023-10-02
15171,25961,95386.92,8.91,2023-07-04
15172,51547,441220.66,7.1,2021-11-11
15173,3178,489491.92,2.0,2021-08-10
15174,5186,490723.07,9.94,2022-09-14
15175,98736,344088.61,3.94,2020-03-27
15176,70701,75135.61,2.74,2024-06-24
15177,92801,273469.94,6.97,2020-09-05
15178,18641,230669.68,9.73,2023-04-26
15179,77280,406611.91,8.8,2021-08-08
15180,87989,10881.61,7.18,2024-10-15
15181,5897,443082.97,7.35,2021-07-19
15182,50780,62233.62,4.54,2022-04-14
15183,44189,339681.99,9.83,2024-01-23
15184,90976,463745.41,9.12,2024-11-13
15185,99985,357774.36,9.63,2023-06-04
15186,41213,424545.03,7.86,2022-12-29
15187,17249,29567.18,7.82,2023-02-15
15188,35361,26213.83,9.11,2025-02-28
15189,26584,474001.97,6.16,2023-09-21
15190,31361,312999.37,8.58,2021-02-08
15191,12557,219105.72,4.73,2024-11-18
15192,89726,148480.24,6.94,2024-09-30
15193,51023,455961.53,4.75,2020-10-08
15194,51440,120813.88,8.08,2020-05-15
15195,83432,133404.55,4.72,2021-02-12
15196,13012,297313.81,7.12,2023-08-25
15197,17985,178269.23,6.76,2024-07-20
15198,69811,469750.39,4.18,2024-11-22
15199,71943,232942.73,6.1,2020-07-02
15200,86830,282433.05,2.32,2022-07-28
15201,14310,35201.03,8.81,2021-06-24
15202,42779,120351.81,7.11,2022-07-12
15203,64717,161346.87,2.99,2020-12-11
15204,37145,343102.34,9.83,2020-11-23
15205,40991,244296.93,8.72,2023-11-03
15206,13383,484953.89,4.27,2020-04-27
15207,87599,336089.57,6.01,2022-04-23
15208,55342,123987.22,2.2,2021-04-29
15209,66717,222440.96,2.81,2021-07-02
15210,58335,40883.25,7.91,2024-01-22
15211,86522,445241.83,2.26,2022-08-24
15212,85613,219750.31,4.63,2021-12-26
15213,22937,194481.17,6.96,2021-11-03
15214,44383,426756.67,6.8,2021-01-24
15215,5489,290000.62,5.65,2022-02-22
15216,81528,259350.35,3.6,2025-01-10
15217,37870,97371.66,8.38,2022-06-26
15218,47697,424001.39,5.93,2020-05-03
15219,7135,488831.07,8.67,2020-06-22
15220,25034,300193.65,3.47,2024-04-12
15221,51044,412212.63,9.5,2023-12-03
15222,22460,306373.11,3.55,2020-09-08
15223,22346,65900.55,4.74,2021-05-27
15224,72146,221130.69,6.03,2021-07-05
15225,15419,159615.24,4.31,2020-03-19
15226,58477,238551.06,7.87,2023-01-06
15227,99020,49815.77,9.25,2024-11-27
15228,64509,25895.69,9.84,2021-01-11
15229,20146,430122.0,2.41,2020-06-08
15230,9756,311943.24,7.72,2022-01-09
15231,9604,335312.68,4.35,2023-11-04
15232,30487,70925.49,8.55,2022-10-07
15233,40803,93229.47,7.67,2023-06-09
15234,17759,237765.2,8.34,2021-04-21
15235,1174,83817.72,6.86,2020-10-01
15236,11419,121030.48,6.99,2022-07-02
15237,61428,422148.61,5.07,2020-10-08
15238,73475,467580.24,5.84,2022-01-05
15239,84142,491463.95,9.91,2020-11-04
15240,66496,299726.18,6.97,2024-10-03
15241,46084,194890.73,4.55,2023-04-02
15242,77944,258370.49,9.06,2021-03-04
15243,2612,177059.38,8.36,2024-10-08
15244,28278,223034.34,3.24,2021-06-18
15245,29272,325139.96,9.96,2020-07-30
15246,81422,65722.61,4.42,2023-06-20
15247,16892,35517.12,7.04,2024-01-03
15248,45681,8591.0,3.95,2022-03-21
15249,43257,208287.35,5.99,2021-05-12
15250,61170,275144.22,2.99,2022-12-09
15251,70338,59094.1,3.76,2020-09-20
15252,51094,461970.63,6.76,2023-10-06
15253,13151,44068.33,9.9,2022-10-23
15254,160,335041.65,6.82,2022-11-24
15255,35807,93026.99,3.94,2025-01-21
15256,20916,98445.8,5.47,2024-09-25
15257,32685,442827.51,7.63,2021-02-11
15258,13906,238337.1,9.69,2022-05-12
15259,95520,422933.4,8.29,2021-09-07
15260,76921,291358.17,6.83,2023-10-30
15261,70027,340837.46,6.91,2022-10-27
15262,3246,203580.43,8.36,2020-07-15
15263,319,405716.34,4.91,2022-05-07
15264,32563,257579.87,7.05,2021-09-14
15265,38239,15939.79,5.32,2020-04-25
15266,55078,348103.78,3.75,2025-03-11
15267,51343,338662.42,7.37,2024-02-07
15268,75115,25716.42,4.53,2022-03-18
15269,59103,459022.31,7.83,2024-11-26
15270,2102,54275.38,2.01,2023-09-28
15271,66930,68368.46,9.56,2021-10-11
15272,54730,36573.6,9.92,2024-07-22
15273,27933,213886.19,8.04,2024-12-30
15274,842,240072.4,8.63,2023-12-04
15275,7746,202336.25,6.15,2022-09-21
15276,40625,314753.05,3.41,2023-07-04
15277,94868,186488.5,5.18,2024-10-26
15278,13612,14825.21,3.51,2022-09-21
15279,84812,455989.15,6.99,2022-12-26
15280,99027,320502.08,3.79,2025-02-19
15281,16773,7295.21,2.96,2020-09-14
15282,22402,266867.45,4.85,2023-02-08
15283,43377,317914.3,7.1,2024-06-09
15284,27219,143206.81,9.32,2024-06-05
15285,29694,18670.21,3.55,2020-12-04
15286,48744,116975.27,6.54,2021-09-03
15287,13654,110626.16,6.62,2020-06-22
15288,16478,332902.01,6.7,2022-01-29
15289,76328,226438.32,6.26,2020-12-15
15290,57439,142884.31,5.14,2024-11-27
15291,76822,231078.08,5.12,2024-07-07
15292,35209,446502.45,6.14,2021-04-04
15293,34643,1382.94,9.57,2021-11-16
15294,74355,39079.73,9.63,2022-01-18
15295,33398,293460.04,8.9,2023-01-31
15296,43128,475637.2,7.17,2022-10-09
15297,13300,428419.24,8.39,2020-10-15
15298,36300,136180.18,9.03,2023-12-23
15299,85790,71932.38,5.33,2023-04-17
15300,81329,227141.92,9.01,2021-05-30
15301,32356,6750.16,5.71,2020-03-19
15302,43697,327652.16,9.88,2021-10-18
15303,69508,112911.27,2.22,2022-05-26
15304,26534,372694.4,6.12,2022-06-28
15305,94268,450646.82,7.2,2023-01-22
15306,46623,256724.62,7.57,2023-05-25
15307,54977,167838.12,3.73,2024-10-13
15308,89106,54161.08,6.68,2022-02-17
15309,18964,1991.36,5.96,2021-10-30
15310,58276,94041.82,2.84,2021-11-26
15311,52493,170604.08,7.32,2024-04-30
15312,83018,193266.05,2.2,2023-02-03
15313,11964,111479.4,5.16,2021-05-20
15314,61789,92727.89,6.17,2021-09-02
15315,54118,67890.08,8.65,2020-12-06
15316,49690,236518.74,3.89,2023-09-22
15317,18012,325416.33,6.71,2021-11-18
15318,4134,108496.86,7.76,2024-04-01
15319,41702,409378.88,2.35,2022-09-12
15320,46959,25680.83,4.02,2024-10-04
15321,75368,179217.68,8.18,2022-10-07
15322,67387,252332.97,7.04,2025-01-23
15323,6551,114524.73,7.21,2020-12-10
15324,49239,438927.11,5.59,2021-04-10
15325,50593,133746.04,3.7,2023-10-11
15326,95500,93901.47,7.84,2021-03-30
15327,73829,57349.25,7.1,2022-08-10
15328,66391,126476.62,6.08,2022-08-13
15329,281,143131.41,4.36,2024-10-16
15330,71819,92868.47,9.12,2022-09-02
15331,32967,471948.9,8.35,2024-01-21
15332,7413,428908.1,7.82,2020-03-18
15333,92343,35227.67,3.14,2021-12-12
15334,95690,362321.68,3.59,2021-08-12
15335,6968,392779.64,4.19,2025-03-08
15336,13379,134653.39,3.11,2024-08-20
15337,38542,493732.89,7.22,2023-11-16
15338,10789,68925.23,7.69,2023-03-20
15339,28101,372625.83,5.49,2021-04-27
15340,46164,172953.09,5.34,2021-07-22
15341,86989,77183.89,8.26,2024-03-07
15342,60405,92871.12,7.88,2023-01-28
15343,50612,211318.3,9.05,2023-06-20
15344,79076,492559.87,6.19,2022-04-27
15345,94398,279457.66,7.18,2024-02-05
15346,4859,383625.34,8.03,2023-11-06
15347,3773,114359.4,3.01,2023-11-01
15348,5977,354586.86,7.56,2021-04-16
15349,11664,69110.85,7.58,2021-03-31
15350,97573,345374.05,6.08,2022-03-24
15351,49264,384872.67,3.4,2024-11-23
15352,91267,148709.49,6.3,2020-11-23
15353,1705,16463.2,8.69,2020-10-06
15354,88222,88661.72,7.21,2024-01-09
15355,49721,259421.36,4.71,2025-03-01
15356,62913,459171.8,5.46,2024-07-20
15357,16909,319089.96,8.19,2023-11-02
15358,6787,48017.92,4.16,2024-11-03
15359,25303,177763.37,2.71,2021-12-25
15360,2227,36413.71,4.34,2024-12-15
15361,67590,435448.62,5.22,2021-07-05
15362,60149,414500.78,5.34,2023-04-12
15363,50061,329640.31,2.06,2025-03-11
15364,45357,291560.4,2.08,2021-11-23
15365,63174,97582.43,5.86,2021-09-05
15366,56227,279004.92,2.66,2022-11-18
15367,14794,163163.27,9.46,2021-02-27
15368,61201,317718.98,4.2,2021-09-03
15369,23416,490042.01,4.18,2024-09-11
15370,75134,159595.02,6.9,2020-10-08
15371,8590,325593.41,9.62,2022-08-22
15372,50993,498977.3,5.16,2023-08-29
15373,23839,15667.98,7.25,2020-07-13
15374,5836,196150.39,7.5,2021-07-27
15375,5128,427652.25,3.03,2023-11-11
15376,42057,221650.66,8.01,2021-01-24
15377,98078,476696.53,2.19,2023-08-11
15378,22487,117817.53,9.69,2023-10-17
15379,29064,461826.55,9.95,2021-07-17
15380,58844,218822.8,8.32,2023-07-04
15381,13371,431088.69,9.42,2021-02-02
15382,79057,244009.51,7.8,2024-07-08
15383,55810,219258.94,8.76,2023-01-19
15384,405,88810.55,7.57,2023-04-05
15385,623,170365.29,8.3,2022-09-16
15386,82731,157598.39,6.2,2022-05-19
15387,38344,466926.87,8.99,2022-11-08
15388,18217,199552.14,6.28,2023-12-22
15389,34344,111760.7,4.06,2024-11-19
15390,2707,105382.84,4.0,2023-05-21
15391,19042,128359.32,3.04,2024-12-08
15392,3460,124175.7,7.26,2020-09-10
15393,83182,8641.18,4.21,2023-06-16
15394,11880,274936.25,6.41,2022-09-24
15395,80946,331400.05,2.4,2024-10-23
15396,27511,134193.25,9.77,2023-06-01
15397,74339,348966.98,7.96,2024-07-19
15398,48386,297649.26,5.6,2022-08-28
15399,45839,234922.94,8.09,2021-07-06
15400,98225,26207.88,9.68,2020-04-06
15401,66950,425218.26,9.13,2020-05-29
15402,15144,213533.8,7.66,2020-06-13
15403,53615,352669.62,8.87,2020-05-24
15404,16652,337474.82,6.93,2021-02-07
15405,92115,300836.38,9.53,2021-01-12
15406,14762,210551.86,9.32,2022-02-19
15407,47504,438701.04,6.86,2021-07-10
15408,1591,386914.02,2.49,2023-07-29
15409,95484,389626.18,7.54,2023-11-20
15410,49141,335856.03,2.57,2022-10-12
15411,21976,183369.89,2.36,2023-03-28
15412,4007,461544.79,3.77,2020-09-05
15413,80682,219428.85,8.52,2025-02-23
15414,88900,313070.22,9.69,2024-10-03
15415,87399,354517.45,6.51,2023-10-25
15416,64984,454679.21,6.76,2020-07-26
15417,89843,212098.76,4.22,2024-08-09
15418,59562,53305.62,9.77,2024-03-05
15419,63358,55281.34,7.47,2021-10-17
15420,7041,134356.99,6.24,2024-01-17
15421,30645,11888.89,4.52,2023-06-17
15422,86697,348596.9,2.66,2025-01-31
15423,70326,184511.63,6.16,2023-05-05
15424,9104,135418.69,6.99,2022-03-26
15425,20793,279506.34,5.93,2021-01-21
15426,18255,443106.0,5.56,2020-04-03
15427,38961,319781.88,8.01,2024-02-19
15428,83221,54185.79,6.8,2020-10-30
15429,29658,485791.42,4.49,2021-08-13
15430,14133,226789.76,7.75,2024-12-11
15431,83561,114943.19,3.03,2022-12-02
15432,25009,494979.5,5.16,2023-06-12
15433,27459,104635.94,6.27,2023-04-17
15434,56011,254940.0,2.37,2020-08-08
15435,15314,492495.27,7.86,2022-10-01
15436,77649,345235.34,2.96,2021-06-28
15437,75797,303650.77,5.24,2021-09-28
15438,97562,455970.62,3.94,2020-06-11
15439,73414,419609.6,3.51,2023-11-24
15440,77872,33402.21,4.67,2021-04-13
15441,88238,421292.77,2.51,2024-07-08
15442,21158,79560.38,6.12,2021-04-16
15443,77897,89689.28,3.37,2024-12-25
15444,43192,368659.07,2.26,2024-11-01
15445,1200,372241.36,8.48,2024-07-23
15446,28418,286995.49,9.57,2021-01-19
15447,8475,395803.92,4.69,2023-12-20
15448,63321,249623.62,5.39,2023-09-17
15449,13742,369779.25,5.49,2021-03-07
15450,71988,4894.81,2.11,2024-05-07
15451,93628,339097.12,6.54,2020-12-28
15452,40519,343388.67,7.19,2020-10-31
15453,32098,345359.23,8.75,2021-07-12
15454,94632,274627.51,8.85,2020-07-22
15455,18049,102341.31,7.07,2020-10-07
15456,69,399994.14,3.55,2023-05-12
15457,34195,137896.32,3.86,2023-02-19
15458,46994,448582.88,6.94,2020-05-11
15459,54785,92938.7,2.18,2021-06-19
15460,92938,170428.6,5.32,2023-03-11
15461,21986,453023.37,8.85,2022-07-22
15462,25698,451911.51,2.96,2021-01-11
15463,76042,433740.9,9.88,2023-03-15
15464,27776,268008.68,4.28,2022-09-01
15465,89687,384763.11,2.57,2021-05-09
15466,32320,65341.66,3.47,2020-06-21
15467,73205,297905.7,4.68,2022-01-19
15468,97557,453431.42,6.31,2022-02-20
15469,13637,235053.77,5.8,2022-03-17
15470,80838,385247.81,7.22,2021-12-01
15471,40246,198573.51,8.82,2021-11-23
15472,23885,294706.51,6.22,2022-08-15
15473,33226,293453.97,8.35,2024-07-25
15474,33980,82562.76,2.67,2023-12-03
15475,32763,148474.3,8.74,2021-08-23
15476,12339,152063.9,8.98,2024-04-14
15477,69639,173650.16,5.04,2023-05-13
15478,53502,424663.13,2.72,2021-08-04
15479,7072,309361.82,2.71,2022-06-08
15480,98958,64117.68,5.11,2024-11-28
15481,95608,345147.53,4.21,2024-03-25
15482,83464,485323.44,4.16,2021-11-28
15483,35739,389307.51,3.25,2022-03-07
15484,43592,153651.47,3.11,2022-04-03
15485,16470,311862.56,8.06,2023-03-03
15486,72620,470847.31,9.35,2021-03-11
15487,15398,231862.96,6.0,2020-11-22
15488,46322,370687.63,5.17,2023-04-10
15489,77870,313340.8,6.67,2021-07-02
15490,49116,141708.88,8.86,2023-05-27
15491,56383,172878.82,6.87,2021-03-23
15492,53812,387947.25,8.39,2021-04-14
15493,71650,174955.36,2.18,2023-04-30
15494,83098,469081.62,4.37,2024-12-01
15495,20701,289617.4,2.42,2020-05-01
15496,62627,457891.0,9.96,2020-05-15
15497,77557,114689.26,5.39,2024-09-01
15498,82332,72948.05,6.99,2023-09-11
15499,88866,225324.75,4.18,2021-10-05
15500,83651,57369.76,8.81,2024-12-09
15501,79664,144071.91,7.2,2020-07-24
15502,73470,276139.12,4.67,2025-01-28
15503,62621,322549.76,2.81,2021-04-09
15504,88617,481691.68,6.24,2023-01-14
15505,14727,26473.95,7.09,2020-07-26
15506,49440,170093.54,8.35,2020-06-21
15507,67383,174087.85,7.86,2024-01-09
15508,84232,397196.11,9.28,2021-10-20
15509,31458,161437.01,4.76,2020-06-04
15510,3520,2231.64,4.17,2021-05-15
15511,34113,195913.45,9.94,2021-06-06
15512,50428,248691.99,3.54,2023-10-18
15513,58284,24220.33,7.33,2022-09-06
15514,32431,107911.42,5.22,2021-02-04
15515,43504,136949.26,7.01,2020-04-08
15516,23276,325740.4,7.58,2023-07-25
15517,40208,89913.75,7.6,2021-11-28
15518,76490,138366.38,5.6,2022-11-13
15519,97058,332795.12,8.78,2021-09-05
15520,63817,308677.74,7.28,2024-09-09
15521,83273,27541.68,6.97,2020-08-20
15522,18015,219132.07,5.63,2021-04-02
15523,1032,201674.85,8.88,2020-07-12
15524,96357,6589.91,3.46,2020-11-08
15525,83273,396676.97,7.76,2022-05-14
15526,42894,104458.22,7.9,2024-06-03
15527,56845,320654.86,6.73,2020-04-01
15528,40594,63303.13,4.23,2020-04-26
15529,20286,335865.7,9.69,2021-07-17
15530,29612,19837.52,3.5,2021-07-14
15531,94985,143806.67,9.47,2024-03-15
15532,8021,103421.55,8.05,2023-04-26
15533,43713,249286.54,2.98,2023-06-19
15534,93361,320274.15,7.23,2024-11-30
15535,35661,461612.6,6.54,2021-05-21
15536,63704,146056.34,2.42,2020-04-29
15537,22471,105796.27,2.69,2020-04-29
15538,93180,173492.67,4.85,2025-02-21
15539,45872,465658.41,7.87,2022-09-08
15540,79296,1398.61,4.93,2021-05-09
15541,23474,479491.91,8.4,2021-03-29
15542,95727,73544.31,5.83,2024-08-18
15543,50436,256200.48,6.75,2020-07-13
15544,36977,266759.47,6.32,2022-05-18
15545,93263,378422.65,3.07,2024-04-21
15546,54634,192308.9,4.61,2024-11-27
15547,68496,474648.03,4.39,2021-03-05
15548,31911,292767.75,9.51,2025-03-16
15549,55796,413103.38,3.37,2021-09-06
15550,60300,343221.13,4.71,2022-04-11
15551,60346,427948.98,2.38,2024-03-03
15552,89845,318930.55,8.14,2024-02-19
15553,57833,413223.86,5.03,2025-01-10
15554,32325,125694.5,6.51,2020-12-08
15555,81045,453701.47,5.76,2022-08-15
15556,75915,225959.28,3.72,2020-06-13
15557,79407,275770.78,5.76,2024-10-04
15558,73584,370894.93,2.75,2020-06-04
15559,669,454227.21,9.19,2024-02-27
15560,30321,187789.37,8.23,2023-04-16
15561,67302,97522.54,6.19,2024-12-02
15562,42693,5755.32,8.38,2021-01-05
15563,92863,391844.42,3.52,2025-02-11
15564,46256,287260.02,8.9,2021-10-05
15565,95069,136754.84,4.05,2024-09-28
15566,14674,11558.88,8.11,2023-10-02
15567,78891,211646.53,9.09,2022-10-11
15568,45279,67928.28,8.45,2021-04-15
15569,27339,271968.39,4.17,2022-11-09
15570,35006,215156.15,6.18,2023-07-06
15571,71671,221625.22,9.0,2022-09-23
15572,43162,189803.21,5.17,2020-03-19
15573,45700,439581.34,7.33,2022-04-20
